Species,GarciaPenaMLog,GarciaPenaFLog,GarciaPenaAveLog,IwaniukArnoldLog,IwaniukNelsonLog,IwaniukDeanNelsonLog,SayolLog,CorfieldLog
Phalacrocorax_carbo,NA,NA,NA,NA,2.346601978,NA,2.361,NA
Phalacrocorax_melanoleucos,NA,NA,NA,NA,1.675225653,NA,1.663,NA
Phalacrocorax_sulcirostris,NA,NA,NA,NA,1.729884066,NA,1.73,NA
Phalacrocorax_urile,NA,NA,NA,NA,2.106570209,NA,2.112,NA
Phalacrocorax_varius,NA,NA,NA,NA,2.22028985,NA,2.197,NA
Phalaropus_fulicaria,-0.673344553,-0.510825624,-0.592085089,NA,-0.579818495,NA,NA,NA
Phalaropus_lobatus,-0.798507696,-0.776528789,-0.787518243,NA,-0.798507696,NA,-0.827,NA
Phalcoboenus_australis,NA,NA,NA,NA,NA,NA,2.351,NA
Phapitreron_amethystinus,NA,NA,NA,NA,NA,NA,0.248,NA
Phapitreron_leucotis,NA,NA,NA,NA,0.122217633,NA,0.122,NA
Phaps_chalcoptera,NA,NA,NA,NA,0.576613364,NA,0.592,NA
Phaps_elegans,NA,NA,NA,NA,0.500775288,NA,0.498,NA
Phaps_histrionica,NA,NA,NA,NA,NA,NA,0.508,NA
Phasianus_colchicus,NA,NA,NA,NA,1.350667183,NA,1.386,NA
Pheucticus_ludovicianus,NA,NA,NA,NA,0.277631737,NA,0.223,NA
Philemon_argenticeps,NA,NA,NA,NA,NA,NA,0.531,NA
Philemon_buceroides,NA,NA,NA,0.765467842,0.765467842,NA,0.765,NA
Philemon_citreogularis,NA,NA,NA,NA,NA,NA,0.454,NA
Philemon_corniculatus,NA,NA,NA,0.683096845,0.683096845,NA,0.681,NA
Philemon_diemenensis,NA,NA,NA,NA,0.438254931,NA,0.435,NA
Philomachus_pugnax,0.565313809,0.3074847,0.436399255,NA,0.444685821,NA,0.56,NA
Phleocryptes_melanops,NA,NA,NA,NA,-0.371063681,NA,-0.342,NA
Phoenicopterus_roseus,NA,NA,NA,NA,NA,NA,2.347,NA
Phoeniculus_purpureus,NA,NA,NA,NA,NA,NA,0.718,NA
Phoenicurus_phoenicurus,NA,NA,NA,NA,-0.673344553,NA,-0.693,NA
Phrygilus_patagonicus,NA,NA,NA,NA,NA,NA,0.022,NA
Phylidonyris_niger,NA,NA,NA,NA,NA,NA,-0.223,NA
Phyllastrephus_terrestris,NA,NA,NA,NA,0.029558802,NA,0.049,NA
Phylloscopus_bonelli,NA,NA,NA,NA,-1.078809661,NA,-1.076,NA
Phylloscopus_sibilatrix,NA,NA,NA,NA,-1.021651248,NA,-1.036,NA
Phytotoma_rutila,NA,NA,NA,NA,NA,NA,-0.315,NA
Piaya_cayana,NA,NA,NA,NA,0.609765572,NA,0.602,NA
Pica_pica,NA,NA,NA,1.541159072,1.541159072,NA,1.503,NA
Picoides_arcticus,NA,NA,NA,NA,1.147402453,NA,1.147,1.147402453
Picoides_borealis,NA,NA,NA,NA,0.506817602,NA,NA,0.506817602
Picoides_minor,NA,NA,NA,NA,NA,NA,NA,0.182321557
Picoides_pubescens,NA,NA,NA,NA,0.19062036,NA,0.189,0.19062036
Picoides_scalaris,NA,NA,NA,NA,0.322083499,NA,0.328,0.322083499
Picoides_tridactylus,NA,NA,NA,NA,0.966983846,NA,0.965,0.966983846
Picoides_villosus,NA,NA,NA,NA,1.08180517,NA,1.082,1.08180517
Piculus_flavigula,NA,NA,NA,NA,0.488580015,NA,0.47,0.488580015
Picumnus_temminckii,NA,NA,NA,NA,-0.510825624,NA,-0.519,-0.510825624
Picus_canus,NA,NA,NA,NA,1.302912752,NA,1.291,1.302912752
Picus_viridis,NA,NA,NA,NA,NA,NA,NA,1.438174983
Pinicola_enucleator,NA,NA,NA,NA,0.457424847,NA,0.457,NA
Pionites_leucogaster,NA,NA,NA,NA,1.648658626,1.648658626,1.691,NA
Pionites_melanocephala,NA,NA,NA,NA,1.644805056,1.644805056,NA,NA
Pionites_melanocephalus,NA,NA,NA,NA,NA,NA,1.672,NA
Pionopsitta_barrabandi,NA,NA,NA,NA,NA,1.386294361,NA,NA
Pionopsitta_caica,NA,NA,NA,NA,NA,1.208960346,NA,NA
Pionopsitta_haematotis,NA,NA,NA,NA,NA,1.368639426,NA,NA
Pionus_maximilliani,NA,NA,NA,NA,NA,1.722766598,NA,NA
Pionus_menstruus,NA,NA,NA,NA,1.740466175,1.740466175,1.758,NA
Pionus_senilis,NA,NA,NA,NA,NA,1.740466175,1.792,NA
Pipilo_erythrophthalmus,NA,NA,NA,NA,0.3074847,NA,0.3,NA
Pipra_erythrocephala,NA,NA,NA,NA,-0.713349888,NA,-0.708,NA
Pipra_fasciicauda,NA,NA,NA,NA,-0.478035801,NA,-0.496,NA
Pipra_mentalis,NA,NA,NA,NA,-0.527632742,NA,-0.536,NA
Pipra_pipra,NA,NA,NA,NA,NA,NA,-0.698,NA
Piranga_ludoviciana,NA,NA,NA,NA,-0.020202707,NA,0.182,NA
Pitangus_sulphuratus,NA,NA,NA,NA,0.300104592,NA,0.389,NA
Pithys_albifrons,NA,NA,NA,NA,-0.478035801,NA,-0.487,NA
Pitohui_dichrous,NA,NA,NA,NA,NA,NA,0.629,NA
Pitohui_ferrugineus,NA,NA,NA,NA,0.90825856,NA,0.854,NA
Pitta_sordida,NA,NA,NA,NA,0.270027137,NA,0.243,NA
Pitta_versicolor,NA,NA,NA,NA,0.625938431,NA,0.667,NA
Platalea_alba,NA,NA,NA,NA,NA,NA,2.506,NA
Platalea_regia,NA,NA,NA,NA,NA,NA,2.402,NA
Platycercus_adscitus,NA,NA,NA,NA,1.118414916,1.118414916,1.111,NA
Platycercus_caledonicus,NA,NA,NA,NA,1.289232648,1.289232648,1.328,NA
Platycercus_elegans,NA,NA,NA,NA,NA,NA,1.303,NA
Platycercus_elegans_elegans,NA,NA,NA,NA,1.32972401,1.32972401,NA,NA
Platycercus_elegans_flaveolus,NA,NA,NA,NA,1.17557333,1.17557333,NA,NA
Platycercus_eximius,NA,NA,NA,NA,1.101940079,1.101940079,1.027,NA
Platycercus_icterotis,NA,NA,NA,NA,0.867100488,0.867100488,0.943,NA
Platycercus_venustus,NA,NA,NA,NA,0.940007258,0.940007258,0.811,NA
Platyrinchus_cancrominus,NA,NA,NA,NA,-0.713349888,NA,-0.713,NA
Platyrinchus_mystaceus,NA,NA,NA,NA,-0.916290732,NA,-0.911,NA
Platysteira_cyanea,NA,NA,NA,NA,-0.235722334,NA,NA,NA
Plectrophenax_nivalis,NA,NA,NA,NA,0.019802627,NA,NA,NA
Plegadis_chihi,NA,NA,NA,NA,1.617406082,NA,1.609,NA
Plegadis_falcinellus,NA,NA,NA,NA,1.633154439,NA,1.646,NA
Ploceus_cucullatus,NA,NA,NA,NA,0.31481074,NA,0.372,NA
Pluvialis_apricaria,0.832909123,0.765467842,0.799188483,NA,0.802001585,NA,0.8,NA
Pluvialis_dominica,0.625938431,0.570979547,0.598458989,NA,0.598836501,NA,0.598,NA
Pluvialis_fulva,NA,0.570979547,0.570979547,NA,NA,NA,0.501,NA
Pluvialis_squatarola,0.943905899,0.936093359,0.939999629,NA,0.940007258,NA,0.943,NA
Podager_nacunda,NA,NA,NA,NA,0.254642218,NA,0.336,NA
Podargus_strigoides,NA,NA,NA,NA,1.581038438,NA,1.537,NA
Podiceps_cristatus,NA,NA,NA,NA,1.134622726,NA,1.17,NA
Podiceps_grisegena,NA,NA,NA,NA,1.396244692,NA,1.396,NA
Podiceps_nigricollis,NA,NA,NA,NA,0.524728529,NA,0.536,NA
Poecilodryas_albonotata,NA,NA,NA,NA,NA,NA,0.262,NA
Poecilodryas_cerviniventris,NA,NA,NA,NA,NA,NA,-0.329,NA
Poecilodryas_placens,NA,NA,NA,NA,NA,NA,-0.02,NA
Poecilodryas_superciliosa,NA,NA,NA,NA,NA,NA,-0.083,NA
Poephila_acuticauda,NA,NA,NA,NA,-0.673344553,NA,-0.683,NA
Poephila_personata,NA,NA,NA,NA,-0.693147181,NA,-0.755,NA
Pogoniulus_scolopaceus,NA,NA,NA,NA,-0.820980552,NA,NA,-0.820980552
Poicephalus_cryptoxanthus,NA,NA,NA,NA,NA,1.53686722,NA,NA
Poicephalus_gulielmi,NA,NA,NA,NA,1.757857918,NA,1.967,NA
Poicephalus_guliemi,NA,NA,NA,NA,NA,1.757857918,NA,NA
Poicephalus_meyeri,NA,NA,NA,NA,1.483874689,1.483874689,1.515,NA
Poicephalus_robustus,NA,NA,NA,NA,2.105352923,2.105352923,2.163,NA
Poicephalus_senegalus,NA,NA,NA,NA,1.549687908,1.549687908,NA,NA
Polihierax_semitorquatus,NA,NA,NA,NA,0.385262401,NA,0.372,NA
Poliocephalus_poliocephalus,NA,NA,NA,NA,0.542324291,NA,0.536,NA
Polioptila_caerulea,NA,NA,NA,NA,-1.203972804,NA,-1.347,NA
Polysticta_stelleri,NA,NA,NA,NA,1.663926098,NA,1.658,NA
Polytelis_alexandrae,NA,NA,NA,NA,0.947789399,0.947789399,1.065,NA
Polytelis_anthopeplus,NA,NA,NA,NA,1.348073148,1.348073148,1.163,NA
Polytelis_swainsonii,NA,NA,NA,NA,1.208960346,1.208960346,1.242,NA
Pomatorhinus_ruficollis,NA,NA,NA,NA,0.425267735,NA,0.574,NA
Pomatostomus_halli,NA,NA,NA,0.470003629,0.470003629,NA,0.47,NA
Pomatostomus_isidorei,NA,NA,NA,0.779324877,0.779324877,NA,0.777,NA
Pomatostomus_superciliosus,NA,NA,NA,0.418710335,0.418710335,NA,0.422,NA
Pooecetes_gramineus,NA,NA,NA,NA,NA,NA,-0.242,NA
Poospiza_nigrorufa,NA,NA,NA,NA,-0.356674944,NA,-0.353,NA
Porphyrio_martinica,NA,NA,NA,NA,0.904218151,NA,0.875,NA
Porphyrio_porphyrio,NA,NA,NA,NA,1.547562509,NA,1.549,NA
Porzana_atra,NA,NA,NA,NA,0.2390169,NA,0.243,NA
Porzana_fluminea,NA,NA,NA,NA,0.029558802,NA,0.025,NA
Prioniturus_montanus,NA,NA,NA,NA,NA,1.30833282,NA,NA
Prioniturus_platurus,NA,NA,NA,NA,1.560247668,1.560247668,NA,NA
Prionochilus_plateni,NA,NA,NA,NA,-0.916290732,NA,-0.886,NA
Prionops_plumatus,NA,NA,NA,0.148420005,0.148420005,NA,0.203,NA
Probosciger_aterrimus,NA,NA,NA,NA,3.020424886,3.020424886,NA,NA
Procelsterna_cerulea,0.113328685,0.104360015,0.10884435,NA,0.113328685,NA,NA,NA
Progne_subis,NA,NA,NA,NA,0.029558802,NA,0.095,NA
Propyrrhura_auricollis,NA,NA,NA,NA,2.018895042,2.018895042,NA,NA
Propyrrhura_maracana,NA,NA,NA,NA,NA,1.978239036,NA,NA
Prosopeia_tabuensis,NA,NA,NA,NA,NA,1.667706821,NA,NA
Prunella_modularis,NA,NA,NA,NA,-0.248461359,NA,-0.236,NA
Psaltriparus_minimus,NA,NA,NA,NA,-1.049822124,NA,-1.036,NA
Psarocolius_montezuma,NA,NA,NA,NA,1.773255998,NA,1.771,NA
Psephotus_chrysopterygius,NA,NA,NA,NA,0.336472237,0.336472237,0.405,NA
Psephotus_dissimilis,NA,NA,NA,NA,0.553885113,0.553885113,0.501,NA
Psephotus_haematonotus,NA,NA,NA,NA,0.678033543,0.678033543,0.704,NA
Psephotus_varius,NA,NA,NA,NA,0.58221562,0.58221562,0.549,NA
Pseudeos_fuscata,NA,NA,NA,NA,NA,1.435084525,NA,NA
Pseudocolopteryx_flaviventris,NA,NA,NA,NA,-1.078809661,NA,-1.079,NA
Pseudoleistes_virescens,NA,NA,NA,NA,0.698134722,NA,0.71,NA
Pseudotriccus_pelzelni,NA,NA,NA,NA,-0.446287103,NA,-0.478,NA
Psilopogon_pyrolophus,NA,NA,NA,NA,0.792992516,NA,NA,0.792992516
Psilopsiagon_aymara,NA,NA,NA,NA,NA,0.336472237,NA,NA
Psittacella_brehmii,NA,NA,NA,NA,NA,1.115141591,NA,NA
Psittacella_madaraszi,NA,NA,NA,NA,NA,0.693147181,NA,NA
Psittacella_picta,NA,NA,NA,NA,NA,0.867100488,NA,NA
Psittacula_alexandri,NA,NA,NA,NA,1.435084525,1.435084525,NA,NA
Psittacula_columboides,NA,NA,NA,NA,1.232560261,1.232560261,1.194,NA
Psittacula_cyanocephala,NA,NA,NA,NA,NA,0.985816795,0.975,NA
Psittacula_derbiana,NA,NA,NA,NA,NA,1.808288771,NA,NA
Psittacula_eupatria,NA,NA,NA,NA,1.711994501,1.711994501,NA,NA
Psittacula_krameri,NA,NA,NA,NA,1.360976553,1.360976553,1.305,NA
Psittaculirostris_edwardsii,NA,NA,NA,NA,1.178654996,1.178654996,1.209,NA
Psittacus_erithacus,NA,NA,NA,NA,2.217027205,2.217027205,NA,NA
Psitteuteles_versicolor,NA,NA,NA,NA,0.693147181,0.693147181,0.615,NA
Psittrichas_fulgidus,NA,NA,NA,NA,NA,2.054123734,NA,NA
Psophodes_cristatus,NA,NA,NA,NA,NA,NA,0.336,NA
Psophodes_olivaceus,NA,NA,NA,NA,NA,NA,0.781,NA
Pteroglossus_aracari,NA,NA,NA,NA,1.247032294,NA,NA,1.247032294
Pteroglossus_castanotis,NA,NA,NA,NA,1.327075001,NA,1.447,1.327075001
Pteroglossus_inscriptus,NA,NA,NA,NA,0.916290732,NA,NA,0.916290732
Pteroglossus_torquatus,NA,NA,NA,NA,1.252762968,NA,1.269,1.252762968
Ptilinopus_insularis,NA,NA,NA,NA,NA,NA,0.068,NA
Ptilinopus_leclancheri,NA,NA,NA,NA,NA,NA,0.465,NA
Ptilinopus_magnificus,NA,NA,NA,NA,0.774727168,NA,0.746,NA
Ptilinopus_occipitalis,NA,NA,NA,NA,NA,NA,0.742,NA
Ptilinopus_ornatus,NA,NA,NA,NA,NA,NA,0.531,NA
Ptilinopus_porphyraceus,NA,NA,NA,NA,NA,NA,0.262,NA
Ptilinopus_pulchellus,NA,NA,NA,NA,-0.010050336,NA,0.049,NA
Ptilinopus_regina,NA,NA,NA,NA,0.19062036,NA,0.223,NA
Ptilinopus_rivoli,NA,NA,NA,NA,0.371563556,NA,0.372,NA
Ptilinopus_superbus,NA,NA,NA,NA,0.086177696,NA,0.08,NA
Ptilonorhynchus_violaceus,NA,NA,NA,1.5518088,1.5518088,NA,1.536,NA
Ptiloprora_guisei,NA,NA,NA,NA,NA,NA,-0.092,NA
Ptiloris_magnificus,NA,NA,NA,NA,NA,NA,1.03,NA
Ptiloris_paradiseus,NA,NA,NA,1.022450928,1.022450928,NA,1.021,NA
Ptiloris_victoriae,NA,NA,NA,0.932164081,0.932164081,NA,0.931,NA
Ptychoramphus_aleuticus,0.751416089,0.688134639,0.719775364,NA,NA,NA,NA,NA
Purpuriecephalus_varius,NA,NA,NA,NA,1.249901736,1.249901736,NA,NA
Pycnoptilus_floccosus,NA,NA,NA,NA,NA,NA,0.168,NA
Pygoscelis_adeliae,NA,NA,NA,NA,2.978586115,NA,NA,NA
Pyriglena_leuconota,NA,NA,NA,NA,-0.072570693,NA,-0.064,NA
Pyrilia_caica,NA,NA,NA,NA,NA,NA,1.209,NA
Pyrilia_haematotis,NA,NA,NA,NA,NA,NA,1.308,NA
Pyrrholaemus_brunneus,NA,NA,NA,NA,NA,NA,-0.598,NA
Pyrrhura_frontalis,NA,NA,NA,NA,1.033184483,1.033184483,0.693,NA
Pyrrhura_hoffmanni,NA,NA,NA,NA,NA,1.252762968,NA,NA
Pyrrhura_melanura,NA,NA,NA,NA,1.187843422,1.187843422,NA,NA
Pyrrhura_perlata,NA,NA,NA,NA,1.064710737,1.064710737,NA,NA
Pyrrhura_picta,NA,NA,NA,NA,0.896088025,0.896088025,NA,NA
Querula_purpurata,NA,NA,NA,NA,0.75612198,NA,0.754,NA
Quiscalus_major,NA,NA,NA,NA,1.022450928,NA,1.22,NA
Quiscalus_mexicanus,NA,NA,NA,NA,1.085189268,NA,1.119,NA
Quiscalus_quiscula,NA,NA,NA,NA,0.951657876,NA,0.952,NA
Rallus_aquaticus,NA,NA,NA,NA,0.548121409,NA,0.549,NA
Ramphastos_sulfuratus,NA,NA,NA,NA,1.581038438,NA,1.634,1.581038438
Ramphastos_toco,NA,NA,NA,NA,NA,NA,NA,1.819698838
Ramphastos_tucanus,NA,NA,NA,NA,1.788420568,NA,NA,1.788420568
Ramphastos_vitellinus,NA,NA,NA,NA,1.570697084,NA,1.569,1.570697084
Ramphocaenus_melanurus,NA,NA,NA,NA,-0.673344553,NA,-0.683,NA
Ramphocelus_flammigerus,NA,NA,NA,NA,0.173953307,NA,0.181,NA
Ramsayornis_modestus,NA,NA,NA,-0.673344553,-0.673344553,NA,-0.671,NA
Recurvirostra_americana,0.751416089,0.732367894,0.741891992,NA,0.741937345,NA,0.741,NA
Recurvirostra_avosetta,0.587786665,0.615185639,0.601486152,NA,NA,NA,0.56,NA
Recurvirostra_novaehollandiae,0.770108222,0.604315967,0.687212095,NA,0.688134639,NA,0.696,NA
Regulus_calendula,NA,NA,NA,NA,-1.171182982,NA,-1.155,NA
Regulus_satrapa,NA,NA,NA,NA,-1.021651248,NA,-0.994,NA
Reinwardtoena_browni,NA,NA,NA,NA,NA,NA,0.742,NA
Rhinomyias_gularis,NA,NA,NA,NA,0.048790164,NA,0.095,NA
Rhipidura_atra,NA,NA,NA,NA,NA,NA,-0.562,NA
Rhipidura_fuliginosa,NA,NA,NA,-1.078809661,-1.078809661,NA,-0.981,NA
Rhipidura_rufifrons,NA,NA,NA,-1.021651248,-1.021651248,NA,-1.032,NA
Rhipidura_rufiventris,NA,NA,NA,-0.597837001,-0.597837001,NA,-0.598,NA
Rhodinocichla_rosea,NA,NA,NA,NA,0.300104592,NA,0.294,NA
Rhodostethia_rosea,0.78845736,0.741937345,0.765197353,NA,NA,NA,NA,NA
Rhynchopsitta_pachyrhyncha,NA,NA,NA,NA,NA,2.415913778,NA,NA
Riparia_riparia,NA,NA,NA,NA,-0.891598119,NA,-0.968,NA
Rissa_brevirostris,1.458615023,1.403642999,1.431129011,NA,NA,NA,NA,NA
Rissa_tridactyla,1.517322624,1.401182974,1.459252799,NA,1.460937904,NA,NA,NA
Rollandia_rolland,NA,NA,NA,NA,0.683096845,NA,0.668,NA
Rostratula_benghalensis,0.336472237,0.357674444,0.347073341,NA,0.350656872,NA,0.352,NA
Rynchops_niger,1.036736885,0.904218151,0.970477518,NA,NA,NA,0.916,NA
Sagittarius_serpentarius,NA,NA,NA,NA,2.708050201,NA,2.691,NA
Sakesphorus_luctuosus,NA,NA,NA,NA,0.139761942,NA,0.17,NA
Salpinctes_obsoletus,NA,NA,NA,NA,-0.287682072,NA,-0.382,NA
Saltator_maximus,NA,NA,NA,NA,0.329303747,NA,0.324,NA
Sarcops_calvus,NA,NA,NA,NA,1.029619417,NA,1.056,NA
Sasia_abnormis,NA,NA,NA,NA,-0.544727175,NA,-0.545,-0.544727175
Saxicola_torquata,NA,NA,NA,NA,-0.494296322,NA,NA,NA
Saxicola_torquatus,NA,NA,NA,NA,NA,NA,-0.478,NA
Sayornis_saya,NA,NA,NA,NA,-0.494296322,NA,-0.58,NA
Scardafella_inca,NA,NA,NA,NA,-0.314710745,NA,NA,NA
Scenopoeetes_dentirostris,NA,NA,NA,NA,NA,NA,1.253,NA
Schiffornis_turdina,NA,NA,NA,NA,NA,NA,0.086,NA
Schistocichla_leucostigma,NA,NA,NA,NA,NA,NA,-0.016,NA
Sclerurus_mexicanus,NA,NA,NA,NA,-0.235722334,NA,-0.231,NA
Scolopax_minor,0.631271777,0.75612198,0.693696879,NA,0.703097511,NA,0.665,NA
Scolopax_rusticola,0.993251773,1.047318994,1.020285384,NA,NA,NA,NA,NA
Scytalopus_unicolor,NA,NA,NA,NA,NA,NA,-0.105,NA
Scythrops_novaehollandiae,NA,NA,NA,NA,NA,NA,1.677,NA
Seiurus_aurocapilla,NA,NA,NA,NA,NA,NA,-0.357,NA
Selasphorus_rufus,NA,NA,NA,NA,-1.832581464,NA,-1.884,NA
Selenidera_maculirostris,NA,NA,NA,NA,1.068153081,NA,NA,1.068153081
Semnornis_ramphastinus,NA,NA,NA,NA,NA,NA,NA,0.647103242
Sericornis_citreogularis,NA,NA,NA,-0.235722334,-0.235722334,NA,-0.217,NA
Sericornis_frontalis,NA,NA,NA,NA,NA,NA,-0.217,NA
Sericornis_magnirostra,NA,NA,NA,NA,NA,NA,-0.51,NA
Sericornis_perspicillatus,NA,NA,NA,NA,NA,NA,-0.598,NA
Sericulus_chrysocephalus,NA,NA,NA,1.205970807,1.205970807,NA,1.15,NA
Serinus_flaviventris,NA,NA,NA,NA,-0.328504067,NA,-0.139,NA
Setophaga_ruticilla,NA,NA,NA,NA,-1.021651248,NA,-0.994,NA
Sialia_mexicana,NA,NA,NA,NA,-0.174353387,NA,-0.222,NA
Sialia_sialis,NA,NA,NA,NA,-0.010050336,NA,-0.062,NA
Sigelus_silens,NA,NA,NA,NA,NA,NA,0.01,NA
Sitta_canadensis,NA,NA,NA,NA,-0.562118918,NA,-0.584,NA
Sitta_carolinensis,NA,NA,NA,NA,-0.15082289,NA,-0.155,NA
Sitta_pygmaea,NA,NA,NA,NA,-0.597837001,NA,-0.558,NA
Sittasomus_griseicapillus,NA,NA,NA,NA,-0.597837001,NA,-0.551,NA
Smicrornis_brevirostris,NA,NA,NA,NA,NA,NA,-1.238,NA
Somateria_spectabilis,NA,NA,NA,NA,2.000127735,NA,NA,NA
Speculanas_specularis,NA,NA,NA,NA,NA,NA,1.808,NA
Spermophaga_haematina,NA,NA,NA,NA,-0.127833372,NA,NA,NA
Sphecotheres_viridis,NA,NA,NA,0.806475866,0.806475866,NA,0.825,NA
Sphyrapicus_nuchalis,NA,NA,NA,NA,0.2390169,NA,0.239,0.2390169
Sphyrapicus_varius,NA,NA,NA,NA,0.262364264,NA,0.262,0.262364264
Spindalis_zena,NA,NA,NA,NA,0.270027137,NA,0.259,NA
Spiza_americana,NA,NA,NA,NA,-0.094310679,NA,0.049,NA
Spizella_arborea,NA,NA,NA,NA,-0.301105093,NA,NA,NA
Stachyris_whiteheadi,NA,NA,NA,NA,-0.198450939,NA,-0.195,NA
Steganopus_tricolor,-0.46203546,-0.400477567,-0.431256514,NA,NA,NA,-0.432,NA
Stercorarius_longicaudus,1.10856262,1.057790294,1.083176457,NA,NA,NA,NA,NA
Stercorarius_parasiticus,1.368639426,1.350667183,1.359653305,NA,1.358409158,NA,1.308,NA
Stercorarius_pomarinus,1.553925203,1.578978705,1.566451954,NA,1.566530411,NA,1.569,NA
Sterna_albifrons,0.029558802,0.029558802,0.029558802,NA,NA,NA,0.03,NA
Sterna_aleutica,0.559615788,0.524728529,0.542172159,NA,NA,NA,0.556,NA
Sterna_anaethetus,0.693147181,0.657520003,0.675333592,NA,NA,NA,NA,NA
Sterna_bergii,1.220829921,1.202972304,1.211901113,NA,1.211940974,NA,NA,NA
Sterna_caspia,1.547562509,1.541159072,1.544360791,NA,NA,NA,1.515,NA
Sterna_dougallii,0.438254931,0.412109651,0.425182291,NA,NA,NA,NA,NA
Sterna_forsteri,0.712949808,0.636576829,0.674763319,NA,NA,NA,0.754,NA
Sterna_fuscata,0.850150929,0.832909123,0.841530026,NA,0.841567186,NA,NA,NA
Sterna_hirundo,0.636576829,0.620576488,0.628576659,NA,0.631271777,NA,NA,NA
Sterna_lunata,0.712949808,0.712949808,0.712949808,NA,NA,NA,NA,NA
Sterna_maxima,1.371180723,1.319085611,1.345133167,NA,NA,NA,1.338,NA
Sterna_paradisea,0.476234179,0.39877612,0.43750515,NA,NA,NA,NA,NA
Sterna_sandvicensis,0.928219303,0.854415328,0.891317316,NA,NA,NA,NA,NA
Sterna_sumatrana,0.262364264,0.285178942,0.273771603,NA,NA,NA,NA,NA
Sterna_trudeaui,0.75612198,0.712949808,0.734535894,NA,NA,NA,0.754,NA
Sterna_vittata,0.75612198,0.641853886,0.698987933,NA,NA,NA,NA,NA
Stictonetta_naevosa,NA,NA,NA,NA,1.483874689,NA,1.485,NA
Stigmatopelia_chinensis,NA,NA,NA,NA,NA,NA,0.289,NA
Stiltia_isabella,0.058268908,0.029558802,0.043913855,NA,0.048790164,NA,0.032,NA
Strepera_fuliginosa,NA,NA,NA,1.740466175,1.740466175,NA,1.668,NA
Strepera_graculina,NA,NA,NA,1.675225653,1.675225653,NA,1.665,NA
Strepera_versicolor,NA,NA,NA,1.786746927,1.786746927,NA,1.792,NA
Streptopelia_orientalis,NA,NA,NA,NA,NA,NA,0.336,NA
Streptopelia_turtur,NA,NA,NA,NA,0.329303747,NA,0.332,NA
Streptoprocne_zonaris,NA,NA,NA,NA,NA,NA,0.438,NA
Strigops_habroptilus,NA,NA,NA,NA,2.803360381,2.803360381,NA,NA
Strix_aluco,NA,NA,NA,NA,NA,NA,2.225,NA
Strix_nebulosa,NA,NA,NA,NA,2.685122696,NA,2.588,NA
Strix_nigrolineata,NA,NA,NA,NA,2.00148,NA,1.99,NA
Strix_varia,NA,NA,NA,NA,2.529720666,NA,2.502,NA
Strix_virgata,NA,NA,NA,NA,1.808288771,NA,1.808,NA
Struthidea_cinerea,NA,NA,NA,1.091923301,1.091923301,NA,1.099,NA
Sturnella_neglecta,NA,NA,NA,NA,0.662687973,NA,0.661,NA
Sturnus_vulgaris,NA,NA,NA,NA,0.678033543,NA,0.655,NA
Surnia_ulula,NA,NA,NA,NA,2.012232792,NA,2.012,NA
Sylvia_atricapilla,NA,NA,NA,NA,-0.430782916,NA,-0.466,NA
Sylvia_borin,NA,NA,NA,NA,-0.478035801,NA,-0.456,NA
Syma_torotoro,NA,NA,NA,NA,NA,NA,0.104,NA
Synallaxis_brachyura,NA,NA,NA,NA,-0.15082289,NA,-0.186,NA
Syndactyla_guttulata,NA,NA,NA,NA,NA,NA,0.175,NA
Synthliboramphus_antiquus,0.875468737,0.896088025,0.885778381,NA,0.887891257,NA,NA,NA
Syrigma_sibilatrix,NA,NA,NA,NA,1.528227857,NA,1.521,NA
Tachornis_phoenicobia,NA,NA,NA,NA,-1.272965676,NA,-1.269,NA
Tachybaptus_novaehollandiae,NA,NA,NA,NA,0.506817602,NA,0.486,NA
Tachycineta_bicolor,NA,NA,NA,NA,-0.597837001,NA,-0.635,NA
Tachycineta_thalassina,NA,NA,NA,NA,-0.776528789,NA,-0.818,NA
Tachyeres_leucocephalus,NA,NA,NA,NA,NA,NA,2.322,NA
Tachyeres_patachonicus,NA,NA,NA,NA,2.206074193,NA,2.206,NA
Tachyeres_pteneres,NA,NA,NA,NA,2.363680192,NA,2.363,NA
Tachyphonus_delatrii,NA,NA,NA,NA,-0.301105093,NA,-0.304,NA
Tadorna_radjah,NA,NA,NA,NA,1.644805056,NA,1.589,NA
Tadorna_tadorna,NA,NA,NA,NA,1.673351238,NA,1.657,NA
Tadorna_tadornoides,NA,NA,NA,NA,1.763017,NA,1.668,NA
Tadorna_variegata,NA,NA,NA,NA,1.785070481,NA,1.816,NA
Taeniopygia_bichenovii,NA,NA,NA,NA,-0.916290732,NA,-0.994,NA
Taeniopygia_guttata,NA,NA,NA,NA,-0.820980552,NA,-0.879,NA
Tanygnathus_lucionensis,NA,NA,NA,NA,1.742219024,1.742219024,1.848,NA
Tanygnathus_megalorhynchus,NA,NA,NA,NA,1.943048917,1.943048917,NA,NA
Tanysiptera_sylvia,NA,NA,NA,NA,0.131028262,NA,0.123,NA
Taraba_major,NA,NA,NA,NA,0.418710335,NA,0.588,NA
Telophorus_zeylonus,NA,NA,NA,NA,0.647103242,NA,0.655,NA
Tephrodornis_pondicerianus,NA,NA,NA,NA,-0.116533816,NA,-0.122,NA
Terpsiphone_atrocaudata,NA,NA,NA,NA,-0.430782916,NA,-0.433,NA
