"scientific_name","order","family","genus","species","colonial","social","pairs_and_family_groups","singly_and_pairs","solitary"
"Himatione fraithii","Passeriformes","Fringillidae","Himatione","fraithii",NA,NA,NA,NA,NA
"Viridonia sagittirostris","Passeriformes","Fringillidae","Viridonia","sagittirostris",NA,NA,NA,NA,NA
"Akialoa obscura","Passeriformes","Fringillidae","Akialoa","obscura",NA,NA,NA,NA,NA
"Akialoa ellisiana","Passeriformes","Fringillidae","Akialoa","ellisiana",NA,NA,NA,NA,NA
"Akialoa stejnegeri","Passeriformes","Fringillidae","Akialoa","stejnegeri",NA,NA,NA,NA,NA
"Akialoa lanaiensis","Passeriformes","Fringillidae","Akialoa","lanaiensis",NA,NA,NA,NA,NA
"Hemignathus lucidus","Passeriformes","Fringillidae","Hemignathus","lucidus",NA,NA,NA,NA,NA
"Hemignathus hanapepe","Passeriformes","Fringillidae","Hemignathus","hanapepe",NA,NA,NA,NA,NA
"Hemignathus affinis","Passeriformes","Fringillidae","Hemignathus","affinis",NA,NA,NA,NA,NA
"Hemignathus wilsoni","Passeriformes","Fringillidae","Hemignathus","wilsoni",0,1,1,1,1
"Pseudonestor xanthophrys","Passeriformes","Fringillidae","Pseudonestor","xanthophrys",NA,NA,NA,NA,NA
"Magumma parva","Passeriformes","Fringillidae","Magumma","parva",NA,NA,NA,NA,NA
"Loxops mana","Passeriformes","Fringillidae","Manucerthia","mana",0,1,0,0,0
"Loxops caeruleirostris","Passeriformes","Fringillidae","Loxops","caeruleirostris",NA,NA,NA,NA,NA
"Loxops coccineus","Passeriformes","Fringillidae","Loxops","coccineus",0,1,1,1,0
"Loxops wolstenholmei","Passeriformes","Fringillidae","Loxops","wolstenholmei",NA,NA,NA,NA,NA
"Loxops ochraceus","Passeriformes","Fringillidae","Loxops","ochraceus",NA,NA,NA,NA,NA
"Chlorodrepanis virens","Passeriformes","Fringillidae","Chlorodrepanis","virens",NA,NA,NA,NA,NA
"Chlorodrepanis flava","Passeriformes","Fringillidae","Chlorodrepanis","flava",NA,NA,NA,NA,NA
"Chlorodrepanis stejnegeri","Passeriformes","Fringillidae","Chlorodrepanis","stejnegeri",NA,NA,NA,NA,NA
"Haemorhous purpureus","Passeriformes","Fringillidae","Haemorhous","purpureus",NA,NA,NA,NA,NA
"Haemorhous cassinii","Passeriformes","Fringillidae","Haemorhous","cassinii",NA,NA,NA,NA,NA
"Haemorhous mexicanus","Passeriformes","Fringillidae","Haemorhous","mexicanus",NA,NA,NA,NA,NA
"Chloris chloris","Passeriformes","Fringillidae","Chloris","chloris",1,1,1,0,1
"Chloris sinica","Passeriformes","Fringillidae","Chloris","sinica",0,1,1,0,0
"Chloris kittlitzi","Passeriformes","Fringillidae","Chloris","kittlitzi",0,1,1,0,0
"Chloris spinoides","Passeriformes","Fringillidae","Chloris","spinoides",1,1,1,1,1
"Chloris monguilloti","Passeriformes","Fringillidae","Chloris","monguilloti",NA,NA,NA,NA,NA
"Chloris ambigua","Passeriformes","Fringillidae","Chloris","ambigua",NA,NA,NA,NA,NA
"Rhodospiza obsoleta","Passeriformes","Fringillidae","Rhodospiza","obsoleta",1,1,1,0,1
"Rhynchostruthus socotranus","Passeriformes","Fringillidae","Rhynchostruthus","socotranus",NA,NA,NA,NA,NA
"Rhynchostruthus percivali","Passeriformes","Fringillidae","Rhynchostruthus","percivali",0,0,1,0,0
"Rhynchostruthus louisae","Passeriformes","Fringillidae","Rhynchostruthus","louisae",0,0,1,1,0
"Linurgus olivaceus","Passeriformes","Fringillidae","Linurgus","olivaceus",0,0,1,1,1
"Crithagra rufobrunnea","Passeriformes","Fringillidae","Crithagra","rufobrunnea",NA,NA,NA,NA,NA
"Crithagra concolor","Passeriformes","Fringillidae","Crithagra","concolor",NA,NA,NA,NA,NA
"Crithagra citrinelloides","Passeriformes","Fringillidae","Crithagra","citrinelloides",NA,NA,NA,NA,NA
"Crithagra frontalis","Passeriformes","Fringillidae","Crithagra","frontalis",NA,NA,NA,NA,NA
"Crithagra hyposticta","Passeriformes","Fringillidae","Crithagra","hyposticta",NA,NA,NA,NA,NA
"Crithagra capistrata","Passeriformes","Fringillidae","Crithagra","capistrata",NA,NA,NA,NA,NA
"Crithagra koliensis","Passeriformes","Fringillidae","Crithagra","koliensis",NA,NA,NA,NA,NA
"Crithagra scotops","Passeriformes","Fringillidae","Crithagra","scotops",NA,NA,NA,NA,NA
"Crithagra leucopygia","Passeriformes","Fringillidae","Crithagra","leucopygia",NA,NA,NA,NA,NA
"Crithagra atrogularis","Passeriformes","Fringillidae","Crithagra","atrogularis",0,1,0,0,1
"Crithagra xanthopygia","Passeriformes","Fringillidae","Crithagra","xanthopygia",NA,NA,NA,NA,NA
"Crithagra reichenowi","Passeriformes","Fringillidae","Crithagra","reichenowi",0,1,1,0,0
"Crithagra rothschildi","Passeriformes","Fringillidae","Crithagra","rothschildi",0,0,1,0,0
"Crithagra flavigula","Passeriformes","Fringillidae","Crithagra","flavigula",NA,NA,NA,NA,NA
"Crithagra xantholaema","Passeriformes","Fringillidae","Crithagra","xantholaema",NA,NA,NA,NA,NA
"Crithagra citrinipectus","Passeriformes","Fringillidae","Crithagra","citrinipectus",0,1,1,0,1
"Crithagra mozambica","Passeriformes","Fringillidae","Crithagra","mozambica",1,1,1,0,1
"Crithagra dorsostriata","Passeriformes","Fringillidae","Crithagra","dorsostriata",NA,NA,NA,NA,NA
"Crithagra ankoberensis","Passeriformes","Fringillidae","Crithagra","ankoberensis",NA,NA,NA,NA,NA
"Crithagra menachensis","Passeriformes","Fringillidae","Crithagra","menachensis",1,1,1,0,0
"Crithagra totta","Passeriformes","Fringillidae","Crithagra","totta",0,1,1,0,1
"Crithagra symonsi","Passeriformes","Fringillidae","Crithagra","symonsi",NA,NA,NA,NA,NA
"Crithagra donaldsoni","Passeriformes","Fringillidae","Crithagra","donaldsoni",0,0,1,1,1
"Crithagra buchanani","Passeriformes","Fringillidae","Crithagra","buchanani",0,0,0,1,1
"Crithagra flaviventris","Passeriformes","Fringillidae","Crithagra","flaviventris",0,1,1,1,1
"Crithagra sulphurata","Passeriformes","Fringillidae","Crithagra","sulphurata",0,1,1,1,1
"Crithagra striatipectus","Passeriformes","Fringillidae","Crithagra","striatipectus",0,0,1,0,0
"Crithagra reichardi","Passeriformes","Fringillidae","Crithagra","reichardi",1,0,1,0,0
"Crithagra gularis","Passeriformes","Fringillidae","Crithagra","gularis",1,1,1,1,1
"Crithagra canicapilla","Passeriformes","Fringillidae","Crithagra","canicapilla",NA,NA,NA,NA,NA
"Crithagra mennelli","Passeriformes","Fringillidae","Crithagra","mennelli",0,1,1,0,1
"Crithagra tristriata","Passeriformes","Fringillidae","Crithagra","tristriata",0,0,1,0,1
"Crithagra albogularis","Passeriformes","Fringillidae","Crithagra","albogularis",0,1,1,0,1
"Crithagra burtoni","Passeriformes","Fringillidae","Crithagra","burtoni",0,0,1,0,1
"Crithagra striolata","Passeriformes","Fringillidae","Crithagra","striolata",0,1,1,1,1
"Crithagra whytii","Passeriformes","Fringillidae","Crithagra","whytii",NA,NA,NA,NA,NA
"Crithagra melanochroa","Passeriformes","Fringillidae","Crithagra","melanochroa",NA,NA,NA,NA,NA
"Crithagra leucoptera","Passeriformes","Fringillidae","Crithagra","leucoptera",0,1,1,0,1
"Linaria flavirostris","Passeriformes","Fringillidae","Linaria","flavirostris",1,1,1,1,1
"Linaria cannabina","Passeriformes","Fringillidae","Linaria","cannabina",1,1,1,0,1
"Linaria yemenensis","Passeriformes","Fringillidae","Linaria","yemenensis",NA,NA,NA,NA,NA
"Linaria johannis","Passeriformes","Fringillidae","Linaria","johannis",NA,NA,NA,NA,NA
"Acanthis flammea","Passeriformes","Fringillidae","Acanthis","flammea",1,1,1,0,1
"Loxia pytyopsittacus","Passeriformes","Fringillidae","Loxia","pytyopsittacus",1,1,1,0,1
"Loxia scotica","Passeriformes","Fringillidae","Loxia","scotica",1,0,1,0,1
"Loxia curvirostra","Passeriformes","Fringillidae","Loxia","curvirostra",NA,NA,NA,NA,NA
"Loxia sinesciuris","Passeriformes","Fringillidae","Loxia","sinesciuris",NA,NA,NA,NA,NA
"Loxia leucoptera","Passeriformes","Fringillidae","Loxia","leucoptera",NA,NA,NA,NA,NA
"Loxia megaplaga","Passeriformes","Fringillidae","Loxia","megaplaga",0,1,1,0,0
"Chrysocorythus estherae","Passeriformes","Fringillidae","Chrysocorythus","estherae",0,0,1,1,0
"Chrysocorythus mindanensis","Passeriformes","Fringillidae","Chrysocorythus","mindanensis",0,0,1,1,0
"Carduelis carduelis","Passeriformes","Fringillidae","Carduelis","carduelis",0,1,1,0,0
"Carduelis caniceps","Passeriformes","Fringillidae","Carduelis","caniceps",NA,NA,NA,NA,NA
"Carduelis citrinella","Passeriformes","Fringillidae","Carduelis","citrinella",NA,NA,NA,NA,NA
"Carduelis corsicana","Passeriformes","Fringillidae","Carduelis","corsicana",NA,NA,NA,NA,NA
"Serinus pusillus","Passeriformes","Fringillidae","Serinus","pusillus",1,1,1,0,1
"Serinus serinus","Passeriformes","Fringillidae","Serinus","serinus",1,1,1,1,1
"Serinus syriacus","Passeriformes","Fringillidae","Serinus","syriacus",1,1,0,1,0
"Serinus canaria","Passeriformes","Fringillidae","Serinus","canaria",NA,NA,NA,NA,NA
"Serinus canicollis","Passeriformes","Fringillidae","Serinus","canicollis",1,0,1,1,0
"Serinus flavivertex","Passeriformes","Fringillidae","Serinus","flavivertex",0,1,1,1,1
"Serinus nigriceps","Passeriformes","Fringillidae","Serinus","nigriceps",NA,NA,NA,NA,NA
"Serinus alario","Passeriformes","Fringillidae","Serinus","alario",1,1,1,0,0
"Spinus thibetanus","Passeriformes","Fringillidae","Spinus","thibetanus",NA,NA,NA,NA,NA
"Spinus lawrencei","Passeriformes","Fringillidae","Spinus","lawrencei",1,1,1,0,0
"Spinus tristis","Passeriformes","Fringillidae","Spinus","tristis",NA,NA,NA,NA,NA
"Spinus psaltria","Passeriformes","Fringillidae","Spinus","psaltria",1,1,0,0,0
"Spinus spinus","Passeriformes","Fringillidae","Spinus","spinus",1,1,1,1,1
"Spinus dominicensis","Passeriformes","Fringillidae","Spinus","dominicensis",0,0,1,0,0
"Spinus pinus","Passeriformes","Fringillidae","Spinus","pinus",NA,NA,NA,NA,NA
"Spinus atriceps","Passeriformes","Fringillidae","Spinus","atriceps",NA,NA,NA,NA,NA
"Spinus notatus","Passeriformes","Fringillidae","Spinus","notatus",NA,NA,NA,NA,NA
"Spinus barbatus","Passeriformes","Fringillidae","Spinus","barbatus",0,1,1,0,0
"Spinus xanthogastrus","Passeriformes","Fringillidae","Spinus","xanthogastrus",NA,NA,NA,NA,NA
"Spinus olivaceus","Passeriformes","Fringillidae","Spinus","olivaceus",NA,NA,NA,NA,NA
"Spinus magellanicus","Passeriformes","Fringillidae","Spinus","magellanicus",0,1,1,1,0
"Spinus siemiradzkii","Passeriformes","Fringillidae","Spinus","siemiradzkii",NA,NA,NA,NA,NA
"Spinus yarrellii","Passeriformes","Fringillidae","Spinus","yarrellii",NA,NA,NA,NA,NA
"Spinus cucullatus","Passeriformes","Fringillidae","Spinus","cucullatus",1,1,0,1,1
"Spinus atratus","Passeriformes","Fringillidae","Spinus","atratus",0,1,1,0,0
"Spinus uropygialis","Passeriformes","Fringillidae","Spinus","uropygialis",0,1,1,0,0
"Spinus crassirostris","Passeriformes","Fringillidae","Spinus","crassirostris",0,1,1,0,0
"Spinus spinescens","Passeriformes","Fringillidae","Spinus","spinescens",NA,NA,NA,NA,NA
"Chlorophonia elegantissima","Passeriformes","Fringillidae","Euphonia","elegantissima",NA,NA,NA,NA,NA
"Chlorophonia musica","Passeriformes","Fringillidae","Euphonia","musica",0,1,0,1,0
"Chlorophonia sclateri","Passeriformes","Fringillidae","Euphonia","sclateri",0,1,0,1,0
"Chlorophonia flavifrons","Passeriformes","Fringillidae","Euphonia","flavifrons",0,1,1,1,0
"Chlorophonia cyanocephala","Passeriformes","Fringillidae","Euphonia","cyanocephala",0,1,1,1,0
"Chlorophonia cyanea","Passeriformes","Fringillidae","Chlorophonia","cyanea",0,1,1,1,0
"Chlorophonia pyrrhophrys","Passeriformes","Fringillidae","Chlorophonia","pyrrhophrys",NA,NA,NA,NA,NA
"Chlorophonia flavirostris","Passeriformes","Fringillidae","Chlorophonia","flavirostris",NA,NA,NA,NA,NA
"Chlorophonia occipitalis","Passeriformes","Fringillidae","Chlorophonia","occipitalis",NA,NA,NA,NA,NA
"Chlorophonia callophrys","Passeriformes","Fringillidae","Chlorophonia","callophrys",NA,NA,NA,NA,NA
"Euphonia jamaica","Passeriformes","Fringillidae","Euphonia","jamaica",0,1,1,0,0
"Euphonia saturata","Passeriformes","Fringillidae","Euphonia","saturata",NA,NA,NA,NA,NA
"Euphonia plumbea","Passeriformes","Fringillidae","Euphonia","plumbea",0,1,1,1,0
"Euphonia chlorotica","Passeriformes","Fringillidae","Euphonia","chlorotica",0,1,1,1,0
"Euphonia finschi","Passeriformes","Fringillidae","Euphonia","finschi",NA,NA,NA,NA,NA
"Euphonia concinna","Passeriformes","Fringillidae","Euphonia","concinna",NA,NA,NA,NA,NA
"Euphonia trinitatis","Passeriformes","Fringillidae","Euphonia","trinitatis",NA,NA,NA,NA,NA
"Euphonia godmani","Passeriformes","Fringillidae","Euphonia","godmani",0,1,0,0,0
"Euphonia affinis","Passeriformes","Fringillidae","Euphonia","affinis",0,1,0,0,0
"Euphonia luteicapilla","Passeriformes","Fringillidae","Euphonia","luteicapilla",NA,NA,NA,NA,NA
"Euphonia chrysopasta","Passeriformes","Fringillidae","Euphonia","chrysopasta",0,1,1,1,0
"Euphonia minuta","Passeriformes","Fringillidae","Euphonia","minuta",0,1,1,1,0
"Euphonia chalybea","Passeriformes","Fringillidae","Euphonia","chalybea",0,1,1,1,0
"Euphonia violacea","Passeriformes","Fringillidae","Euphonia","violacea",0,1,1,1,0
"Euphonia hirundinacea","Passeriformes","Fringillidae","Euphonia","hirundinacea",NA,NA,NA,NA,NA
"Euphonia laniirostris","Passeriformes","Fringillidae","Euphonia","laniirostris",0,0,1,1,0
"Euphonia imitans","Passeriformes","Fringillidae","Euphonia","imitans",NA,NA,NA,NA,NA
"Euphonia gouldi","Passeriformes","Fringillidae","Euphonia","gouldi",NA,NA,NA,NA,NA
"Euphonia fulvicrissa","Passeriformes","Fringillidae","Euphonia","fulvicrissa",NA,NA,NA,NA,NA
"Euphonia anneae","Passeriformes","Fringillidae","Euphonia","anneae",NA,NA,NA,NA,NA
"Euphonia xanthogaster","Passeriformes","Fringillidae","Euphonia","xanthogaster",0,1,1,1,0
"Euphonia mesochrysa","Passeriformes","Fringillidae","Euphonia","mesochrysa",NA,NA,NA,NA,NA
"Euphonia cayennensis","Passeriformes","Fringillidae","Euphonia","cayennensis",0,1,1,1,0
"Euphonia rufiventris","Passeriformes","Fringillidae","Euphonia","rufiventris",0,1,1,1,0
"Euphonia pectoralis","Passeriformes","Fringillidae","Euphonia","pectoralis",0,1,1,1,0
"Rhynchophanes mccownii","Passeriformes","Calcariidae","Rhynchophanes","mccownii",NA,NA,NA,NA,NA
"Calcarius lapponicus","Passeriformes","Calcariidae","Calcarius","lapponicus",NA,NA,NA,NA,NA
"Calcarius pictus","Passeriformes","Calcariidae","Calcarius","pictus",NA,NA,NA,NA,NA
"Calcarius ornatus","Passeriformes","Calcariidae","Calcarius","ornatus",NA,NA,NA,NA,NA
"Plectrophenax nivalis","Passeriformes","Calcariidae","Plectrophenax","nivalis",NA,NA,NA,NA,NA
"Plectrophenax hyperboreus","Passeriformes","Calcariidae","Plectrophenax","hyperboreus",NA,NA,NA,NA,NA
"Rhodinocichla rosea","Passeriformes","Rhodinocichlidae","Rhodinocichla","rosea",NA,NA,NA,NA,NA
"Emberiza lathami","Passeriformes","Emberizidae","Emberiza","lathami",NA,NA,NA,NA,NA
"Emberiza siemsseni","Passeriformes","Emberizidae","Emberiza","siemsseni",NA,NA,NA,NA,NA
"Emberiza calandra","Passeriformes","Emberizidae","Emberiza","calandra",NA,NA,NA,NA,NA
"Emberiza citrinella","Passeriformes","Emberizidae","Emberiza","citrinella",NA,NA,NA,NA,NA
"Emberiza leucocephalos","Passeriformes","Emberizidae","Emberiza","leucocephalos",NA,NA,NA,NA,NA
"Emberiza cia","Passeriformes","Emberizidae","Emberiza","cia",NA,NA,NA,NA,NA
"Emberiza godlewskii","Passeriformes","Emberizidae","Emberiza","godlewskii",NA,NA,NA,NA,NA
"Emberiza cioides","Passeriformes","Emberizidae","Emberiza","cioides",NA,NA,NA,NA,NA
"Emberiza stewarti","Passeriformes","Emberizidae","Emberiza","stewarti",NA,NA,NA,NA,NA
"Emberiza jankowskii","Passeriformes","Emberizidae","Emberiza","jankowskii",1,0,1,0,0
"Emberiza buchanani","Passeriformes","Emberizidae","Emberiza","buchanani",NA,NA,NA,NA,NA
"Emberiza cineracea","Passeriformes","Emberizidae","Emberiza","cineracea",NA,NA,NA,NA,NA
"Emberiza hortulana","Passeriformes","Emberizidae","Emberiza","hortulana",NA,NA,NA,NA,NA
"Emberiza caesia","Passeriformes","Emberizidae","Emberiza","caesia",NA,NA,NA,NA,NA
"Emberiza cirlus","Passeriformes","Emberizidae","Emberiza","cirlus",NA,NA,NA,NA,NA
"Emberiza striolata","Passeriformes","Emberizidae","Emberiza","striolata",NA,NA,NA,NA,NA
"Emberiza sahari","Passeriformes","Emberizidae","Emberiza","sahari",NA,NA,NA,NA,NA
"Emberiza impetuani","Passeriformes","Emberizidae","Emberiza","impetuani",NA,NA,NA,NA,NA
"Emberiza tahapisi","Passeriformes","Emberizidae","Emberiza","tahapisi",0,0,0,0,1
"Emberiza goslingi","Passeriformes","Emberizidae","Emberiza","goslingi",0,0,0,1,1
"Emberiza socotrana","Passeriformes","Emberizidae","Emberiza","socotrana",1,0,1,0,0
"Emberiza capensis","Passeriformes","Emberizidae","Emberiza","capensis",NA,NA,NA,NA,NA
"Emberiza tristrami","Passeriformes","Emberizidae","Emberiza","tristrami",NA,NA,NA,NA,NA
"Emberiza fucata","Passeriformes","Emberizidae","Emberiza","fucata",NA,NA,NA,NA,NA
"Emberiza pusilla","Passeriformes","Emberizidae","Emberiza","pusilla",NA,NA,NA,NA,NA
"Emberiza chrysophrys","Passeriformes","Emberizidae","Emberiza","chrysophrys",NA,NA,NA,NA,NA
"Emberiza rustica","Passeriformes","Emberizidae","Emberiza","rustica",NA,NA,NA,NA,NA
"Emberiza elegans","Passeriformes","Emberizidae","Emberiza","elegans",NA,NA,NA,NA,NA
"Emberiza aureola","Passeriformes","Emberizidae","Emberiza","aureola",NA,NA,NA,NA,NA
"Emberiza poliopleura","Passeriformes","Emberizidae","Emberiza","poliopleura",NA,NA,NA,NA,NA
"Emberiza flaviventris","Passeriformes","Emberizidae","Emberiza","flaviventris",NA,NA,NA,NA,NA
"Emberiza affinis","Passeriformes","Emberizidae","Emberiza","affinis",NA,NA,NA,NA,NA
"Emberiza cabanisi","Passeriformes","Emberizidae","Emberiza","cabanisi",NA,NA,NA,NA,NA
"Emberiza rutila","Passeriformes","Emberizidae","Emberiza","rutila",NA,NA,NA,NA,NA
"Emberiza koslowi","Passeriformes","Emberizidae","Emberiza","koslowi",NA,NA,NA,NA,NA
"Emberiza melanocephala","Passeriformes","Emberizidae","Emberiza","melanocephala",NA,NA,NA,NA,NA
"Emberiza bruniceps","Passeriformes","Emberizidae","Emberiza","bruniceps",NA,NA,NA,NA,NA
"Emberiza sulphurata","Passeriformes","Emberizidae","Emberiza","sulphurata",NA,NA,NA,NA,NA
"Emberiza spodocephala","Passeriformes","Emberizidae","Emberiza","spodocephala",NA,NA,NA,NA,NA
"Emberiza personata","Passeriformes","Emberizidae","Emberiza","personata",NA,NA,NA,NA,NA
"Emberiza variabilis","Passeriformes","Emberizidae","Emberiza","variabilis",NA,NA,NA,NA,NA
"Emberiza pallasi","Passeriformes","Emberizidae","Emberiza","pallasi",NA,NA,NA,NA,NA
"Emberiza yessoensis","Passeriformes","Emberizidae","Emberiza","yessoensis",NA,NA,NA,NA,NA
"Emberiza schoeniclus","Passeriformes","Emberizidae","Emberiza","schoeniclus",0,1,1,1,0
"Oreothraupis arremonops","Passeriformes","Passerellidae","Oreothraupis","arremonops",NA,NA,NA,NA,NA
"Chlorospingus flavigularis","Passeriformes","Passerellidae","Chlorospingus","flavigularis",NA,NA,NA,NA,NA
NA,"Passeriformes",NA,"Chlorospingus","hypophaeus",NA,NA,NA,NA,NA
"Chlorospingus parvirostris","Passeriformes","Passerellidae","Chlorospingus","parvirostris",NA,NA,NA,NA,NA
"Chlorospingus canigularis","Passeriformes","Passerellidae","Chlorospingus","canigularis",NA,NA,NA,NA,NA
"Chlorospingus pileatus","Passeriformes","Passerellidae","Chlorospingus","pileatus",NA,NA,NA,NA,NA
"Chlorospingus flavopectus","Passeriformes","Passerellidae","Chlorospingus","flavopectus",NA,NA,NA,NA,NA
"Chlorospingus tacarcunae","Passeriformes","Passerellidae","Chlorospingus","tacarcunae",NA,NA,NA,NA,NA
"Chlorospingus inornatus","Passeriformes","Passerellidae","Chlorospingus","inornatus",NA,NA,NA,NA,NA
"Chlorospingus semifuscus","Passeriformes","Passerellidae","Chlorospingus","semifuscus",0,1,1,0,0
"Rhynchospiza stolzmanni","Passeriformes","Passerellidae","Rhynchospiza","stolzmanni",NA,NA,NA,NA,NA
"Rhynchospiza dabbenei","Passeriformes","Passerellidae","Rhynchospiza","dabbenei",0,1,1,1,0
"Rhynchospiza strigiceps","Passeriformes","Passerellidae","Rhynchospiza","strigiceps",NA,NA,NA,NA,NA
"Peucaea carpalis","Passeriformes","Passerellidae","Peucaea","carpalis",NA,NA,NA,NA,NA
"Peucaea sumichrasti","Passeriformes","Passerellidae","Peucaea","sumichrasti",NA,NA,NA,NA,NA
"Peucaea ruficauda","Passeriformes","Passerellidae","Peucaea","ruficauda",NA,NA,NA,NA,NA
"Peucaea humeralis","Passeriformes","Passerellidae","Peucaea","humeralis",0,0,1,0,0
"Peucaea mystacalis","Passeriformes","Passerellidae","Peucaea","mystacalis",NA,NA,NA,NA,NA
"Peucaea botterii","Passeriformes","Passerellidae","Peucaea","botterii",NA,NA,NA,NA,NA
"Peucaea cassinii","Passeriformes","Passerellidae","Peucaea","cassinii",NA,NA,NA,NA,NA
"Peucaea aestivalis","Passeriformes","Passerellidae","Peucaea","aestivalis",NA,NA,NA,NA,NA
"Ammodramus savannarum","Passeriformes","Passerellidae","Ammodramus","savannarum",NA,NA,NA,NA,NA
"Ammodramus humeralis","Passeriformes","Passerellidae","Ammodramus","humeralis",NA,NA,NA,NA,NA
"Ammodramus aurifrons","Passeriformes","Passerellidae","Ammodramus","aurifrons",NA,NA,NA,NA,NA
"Arremonops rufivirgatus","Passeriformes","Passerellidae","Arremonops","rufivirgatus",NA,NA,NA,NA,NA
"Arremonops chloronotus","Passeriformes","Passerellidae","Arremonops","chloronotus",NA,NA,NA,NA,NA
"Arremonops conirostris","Passeriformes","Passerellidae","Arremonops","conirostris",0,0,0,1,0
